POP,DENSITY,GEONAME,state,state,place
5712,1257.345291,"Pevely city, Missouri",29,,57278
202,253.3342708,"Phillipsburg village, Missouri",29,,57368
151,796.6223253,"Pickering town, Missouri",29,,57404
1938,907.1322436,"Piedmont city, Missouri",29,,57422
1297,1005.715186,"Pierce City city, Missouri",29,,57494
76,305.8564035,"Pierpont village, Missouri",29,,57512
763,1815.468299,"Pilot Grove city, Missouri",29,,57602
705,786.5284555,"Pilot Knob city, Missouri",29,,57656
3592,5950.959976,"Pine Lawn city, Missouri",29,,57800
787,245.5974787,"Pineville city, Missouri",29,,57818
109,291.0266875,"Plato village, Missouri",29,,58088
4872,1298.030464,"Platte City city, Missouri",29,,58178
404,1086.501378,"Platte Woods city, Missouri",29,,58196
2285,634.5880624,"Plattsburg city, Missouri",29,,58250
8444,1053.034556,"Pleasant Hill city, Missouri",29,,58394
613,396.3584801,"Pleasant Hope city, Missouri",29,,58448
3067,2492.898269,"Pleasant Valley city, Missouri",29,,58520
117,1136.253552,"Pocahontas town, Missouri",29,,58628
84,506.2254477,"Pollock village, Missouri",29,,58898
540,877.1784652,"Polo city, Missouri",29,,58916
17233,1311.562745,"Poplar Bluff city, Missouri",29,,59096
333,633.9713265,"Portage Des Sioux city, Missouri",29,,59150
3109,1532.759569,"Portageville city, Missouri",29,,59186
2643,1135.498179,"Potosi city, Missouri",29,,59330
59,104.5964125,"Powersville village, Missouri",29,,59420
283,729.9751658,"Prairie Home city, Missouri",29,,59726
128,56.84222489,"Prathersville village, Missouri",29,,59816
219,290.389508,"Preston village, Missouri",29,,59870
1127,709.3248575,"Princeton city, Missouri",29,,59942
408,938.457286,"Purcell city, Missouri",29,,60140
183,597.1443524,"Purdin city, Missouri",29,,60158
1102,1708.223698,"Purdy city, Missouri",29,,60176
862,1293.815757,"Puxico city, Missouri",29,,60284
590,573.3454549,"Queen City city, Missouri",29,,60356
43,323.5810656,"Quitman town, Missouri",29,,60410
449,996.2772431,"Qulin city, Missouri",29,,60428
55,167.8487104,"Randolph village, Missouri",29,,60590
404,1498.824913,"Ravenwood town, Missouri",29,,60716
364,123.2388173,"Raymondville town, Missouri",29,,60734
20839,1203.731066,"Raymore city, Missouri",29,,60752
29261,2947.10224,"Raytown city, Missouri",29,,60788
50,417.2433458,"Rea city, Missouri",29,,60842
152,756.9409507,"Redings Mill village, Missouri",29,,60986
94,614.9814893,"Reeds town, Missouri",29,,61094
864,576.3446216,"Reeds Spring city, Missouri",29,,61112
170,856.0395689,"Renick village, Missouri",29,,61166
232,118.6526785,"Rensselaer village, Missouri",29,,61184
16116,1044.342057,"Republic city, Missouri",29,,61238
75,403.7695728,"Revere town, Missouri",29,,61292
134,397.9073731,"Rhineland town, Missouri",29,,61328
96,358.5073774,"Richards town, Missouri",29,,61364
1332,975.1485651,"Rich Hill city, Missouri",29,,61418
1801,794.2922122,"Richland city, Missouri",29,,61562
5575,918.8270941,"Richmond city, Missouri",29,,61670
8389,3664.648761,"Richmond Heights city, Missouri",29,,61706
112,77.8440407,"Ridgely village, Missouri",29,,61886
445,365.7026009,"Ridgeway city, Missouri",29,,61904
321,573.0409503,"Risco city, Missouri",29,,61994
83,1693.429366,"Ritchey town, Missouri",29,,62030
10,6.577137611,"River Bend village, Missouri",29,,62056
3227,585.9140228,"Riverside city, Missouri",29,,62156
2803,3393.921091,"Riverview village, Missouri",29,,62192
83,345.932461,"Riverview Estates village, Missouri",29,,62210
61,167.1071346,"Rives town, Missouri",29,,62228
249,753.2332522,"Rocheport city, Missouri",29,,62498
864,1406.857047,"Rockaway Beach city, Missouri",29,,62570
4619,4205.170353,"Rock Hill city, Missouri",29,,62660
1227,442.8120788,"Rock Port city, Missouri",29,,62696
161,488.8413987,"Rockville city, Missouri",29,,62786
3519,1078.328432,"Rogersville city, Missouri",29,,62894
20075,1667.133222,"Rolla city, Missouri",29,,62912
119,77.74851703,"Roscoe village, Missouri",29,,63074
404,463.9991273,"Rosebud city, Missouri",29,,63110
144,499.7638546,"Rosendale city, Missouri",29,,63200
96,486.3113745,"Rothville village, Missouri",29,,63236
153,852.2922417,"Rush Hill village, Missouri",29,,63560
275,1422.93955,"Rushville town, Missouri",29,,63596
814,1018.798778,"Russellville city, Missouri",29,,63704
112,843.8529069,"Rutledge town, Missouri",29,,63776
238,33.96346241,"Saddlebrooke village, Missouri",29,,63857
310,375.8898833,"Saginaw village, Missouri",29,,63902
12812,4020.264107,"St. Ann city, Missouri",29,,63956
69293,2878.828939,"St. Charles city, Missouri",29,,64082
4718,991.6911157,"St. Clair city, Missouri",29,,64136
41,33.07310595,"St. Cloud village, Missouri",29,,64172
4493,1096.749612,"Ste. Genevieve city, Missouri",29,,64180
343,329.5126905,"St. Elizabeth village, Missouri",29,,64190
4119,963.620232,"St. James city, Missouri",29,,64424
6397,4509.260047,"St. John city, Missouri",29,,64478
76472,1737.734429,"St. Joseph city, Missouri",29,,64550
311404,5026.43933,"St. Louis city, Missouri",29,,65000
1177,611.1463819,"St. Martins city, Missouri",29,,65018
349,582.3662589,"St. Mary city, Missouri",29,,65034
2195,305.0653331,"St. Paul city, Missouri",29,,65108
57289,2555.161905,"St. Peters city, Missouri",29,,65126
5753,733.4179015,"St. Robert city, Missouri",29,,65144
276,281.9903076,"St. Thomas town, Missouri",29,,65162
4924,1550.960238,"Salem city, Missouri",29,,65234
1544,1161.773764,"Salisbury city, Missouri",29,,65450
1294,1072.641062,"Sarcoxie city, Missouri",29,,65990
5127,1577.560764,"Savannah city, Missouri",29,,66044
246,396.09846,"Schell City city, Missouri",29,,66134
223,303.3750939,"Scotsdale town, Missouri",29,,66337
4492,930.4880469,"Scott City city, Missouri",29,,66368
21489,1603.966188,"Sedalia city, Missouri",29,,66440
171,267.0081063,"Sedgewickville village, Missouri",29,,66476
834,669.1204621,"Seligman city, Missouri",29,,66530
1691,878.9679632,"Senath city, Missouri",29,,66638
2407,940.6041097,"Seneca city, Missouri",29,,66674
1987,719.0581201,"Seymour city, Missouri",29,,66800
1623,694.9778389,"Shelbina city, Missouri",29,,67178
525,676.579277,"Shelbyville city, Missouri",29,,67196
532,1012.91297,"Sheldon city, Missouri",29,,67214
183,941.8250471,"Sheridan town, Missouri",29,,67358
339,715.1207365,"Shoal Creek Drive village, Missouri",29,,67628
97,849.6933608,"Shoal Creek Estates village, Missouri",29,,67632
6149,4278.499209,"Shrewsbury city, Missouri",29,,67700
360,345.1098405,"Sibley village, Missouri",29,,67718
16327,934.6772405,"Sikeston city, Missouri",29,,67790
285,1475.747134,"Silex village, Missouri",29,,67808
269,805.1769962,"Skidmore city, Missouri",29,,68132
1805,1253.579686,"Slater city, Missouri",29,,68204
560,1861.411568,"Smithton city, Missouri",29,,68384
9455,609.8443519,"Smithville city, Missouri",29,,68420
49,239.570602,"South Gifford village, Missouri",29,,68852
94,463.5643016,"South Gorin town, Missouri",29,,68870
88,539.2935676,"South Greenfield village, Missouri",29,,68888
28,513.0612181,"South Lineville town, Missouri",29,,68942
956,653.2429413,"Southwest City town, Missouri",29,,69230
1864,1505.367961,"Sparta city, Missouri",29,,69302
253,400.7616654,"Spickard city, Missouri",29,,69464
167319,2033.016078,"Springfield city, Missouri",29,,70000
1181,841.7866747,"Stanberry city, Missouri",29,,70270
140,447.0093261,"Stark City town, Missouri",29,,70414
2051,1112.387765,"Steele city, Missouri",29,,70558
1684,695.8252449,"Steelville city, Missouri",29,,70576
159,1012.472721,"Stella town, Missouri",29,,70648
731,739.7895402,"Stewartsville city, Missouri",29,,70738
1879,890.587113,"Stockton city, Missouri",29,,70828
18,163.3140219,"Stotesbury town, Missouri",29,,70954
220,429.9092041,"Stotts City city, Missouri",29,,70990
192,317.7217162,"Stoutland city, Missouri",29,,71008
46,55.87189828,"Stoutsville village, Missouri",29,,71026
1075,1211.723251,"Stover city, Missouri",29,,71044
2340,800.8541533,"Strafford city, Missouri",29,,71062
142,731.1216083,"Strasburg city, Missouri",29,,71098
911,1155.003969,"Sturgeon city, Missouri",29,,71224
3304,313.6593076,"Sugar Creek city, Missouri",29,,71368
7126,884.3173722,"Sullivan city, Missouri",29,,71440
502,452.7952626,"Summersville city, Missouri",29,,71512
98,433.1926284,"Sumner town, Missouri",29,,71620
473,86.20020082,"Sunrise Beach village, Missouri",29,,71728
8497,933.5732986,"Sunset Hills city, Missouri",29,,71746
1446,869.5347406,"Sweet Springs city, Missouri",29,,71890
667,4707.606185,"Sycamore Hills village, Missouri",29,,72034
171,455.9603307,"Syracuse city, Missouri",29,,72106
159,356.4792968,"Tallapoosa city, Missouri",29,,72196
391,828.0310678,"Taneyville village, Missouri",29,,72232
1139,176.9363553,"Taos city, Missouri",29,,72304
1473,1062.240398,"Tarkio city, Missouri",29,,72340
2211,905.0808079,"Thayer city, Missouri",29,,72826
257,187.624266,"Theodosia village, Missouri",29,,72898
6,1.255940123,"Three Creeks village, Missouri",29,,73127
67,67.1593681,"Tightwad village, Missouri",29,,73240
151,469.7868874,"Tina village, Missouri",29,,73330
77,582.9725394,"Tindall town, Missouri",29,,73348
3378,1615.887908,"Tipton city, Missouri",29,,73420
11113,952.121086,"Town and Country city, Missouri",29,,73618
223,543.4163251,"Tracy city, Missouri",29,,73690
5932,920.0737826,"Trenton city, Missouri",29,,73816
640,1285.933194,"Trimble city, Missouri",29,,73852
39,169.0623815,"Triplett city, Missouri",29,,73870
11862,1534.131347,"Troy city, Missouri",29,,73942
745,581.5743738,"Truesdale city, Missouri",29,,73978
95,386.599994,"Truxton village, Missouri",29,,74014
147,316.5157386,"Turney village, Missouri",29,,74176
206,597.7890956,"Tuscumbia town, Missouri",29,,74194
392,1470.889069,"Twin Oaks village, Missouri",29,,74284
49,789.7041909,"Umber View Heights village, Missouri",29,,74473
11277,1240.475609,"Union city, Missouri",29,,74626
417,1592.475721,"Union Star town, Missouri",29,,75130
1811,907.1244257,"Unionville city, Missouri",29,,75166
80,55.29179634,"Unity Village village, Missouri",29,,75202
34706,5911.913318,"University City city, Missouri",29,,75220
443,6267.491965,"Uplands Park village, Missouri",29,,75238
411,427.0875901,"Urbana city, Missouri",29,,75310
483,1196.263844,"Urich city, Missouri",29,,75346
255,293.6771151,"Utica village, Missouri",29,,75364
6911,1698.11352,"Valley Park city, Missouri",29,,75472
828,414.1925445,"Van Buren town, Missouri",29,,75580
4275,1905.412672,"Vandalia city, Missouri",29,,75688
72,238.6511387,"Vandiver village, Missouri",29,,75706
272,2116.887085,"Vanduser village, Missouri",29,,75724
1387,8477.395637,"Velda City city, Missouri",29,,75796
1052,8778.008086,"Velda Village Hills city, Missouri",29,,75814
604,695.6843728,"Verona town, Missouri",29,,75886
2456,1055.097797,"Versailles city, Missouri",29,,75922
654,380.9624825,"Viburnum city, Missouri",29,,76012
591,553.556736,"Vienna city, Missouri",29,,76102
2239,495.7874727,"Village of Four Seasons village, Missouri",29,,76157
1875,2598.865725,"Vinita Park city, Missouri",29,,76246
276,4734.425401,"Vinita Terrace village, Missouri",29,,76264
52,398.0404544,"Vista village, Missouri",29,,76390
86,335.1953228,"Waco city, Missouri",29,,76444
267,858.9210631,"Walker city, Missouri",29,,76660
790,1272.826676,"Walnut Grove city, Missouri",29,,76840
391,1384.266819,"Wardell town, Missouri",29,,76966
1550,446.6710364,"Wardsville village, Missouri",29,,77002
20251,2280.080963,"Warrensburg city, Missouri",29,,77092
8130,953.7647259,"Warrenton city, Missouri",29,,77128
2120,879.4141782,"Warsaw city, Missouri",29,,77146
1940,3325.81628,"Warson Woods city, Missouri",29,,77182
436,487.3697638,"Washburn city, Missouri",29,,77200
14061,1477.711246,"Washington city, Missouri",29,,77416
94,865.9209549,"Watson village, Missouri",29,,77848
832,659.5992994,"Waverly city, Missouri",29,,77866
494,734.477582,"Wayland city, Missouri",29,,77920
5314,827.750596,"Waynesville city, Missouri",29,,77992
105,888.6458667,"Weatherby town, Missouri",29,,78028
1923,1873.10432,"Weatherby Lake city, Missouri",29,,78046
401,463.6046368,"Weaubleau city, Missouri",29,,78064
11226,1300.556294,"Webb City city, Missouri",29,,78118
22970,3887.039406,"Webster Groves city, Missouri",29,,78154
5593,732.3502445,"Weldon Spring city, Missouri",29,,78314
92,1034.699576,"Weldon Spring Heights town, Missouri",29,,78334
798,734.100376,"Wellington city, Missouri",29,,78352
2293,2489.142451,"Wellston city, Missouri",29,,78370
1163,756.8092455,"Wellsville city, Missouri",29,,78406
148,804.5500653,"Wentworth village, Missouri",29,,78424
37395,1860.587713,"Wentzville city, Missouri",29,,78442
531,18.44337594,"West Alton city, Missouri",29,,78514
133,525.3365116,"Westboro city, Missouri",29,,78622
103,226.9966763,"West Line village, Missouri",29,,78838
1753,523.4519514,"Weston city, Missouri",29,,78856
390,734.0921046,"Westphalia city, Missouri",29,,78910
12320,925.2369743,"West Plains city, Missouri",29,,78928
117,321.2928069,"West Sullivan town, Missouri",29,,79000
277,454.5735892,"Westwood village, Missouri",29,,79054
358,590.5821225,"Wheatland city, Missouri",29,,79090
694,1365.585316,"Wheaton city, Missouri",29,,79126
263,819.8719628,"Wheeling city, Missouri",29,,79180
78,833.8350896,"Whiteside village, Missouri",29,,79558
128,597.1132381,"Whitewater town, Missouri",29,,79612
473,7133.997531,"Wilbur Park village, Missouri",29,,79756
35756,538.0345539,"Wildwood city, Missouri",29,,79820
5430,914.4182575,"Willard city, Missouri",29,,79882
340,1051.508036,"Williamsville city, Missouri",29,,80026
2152,609.1683643,"Willow Springs city, Missouri",29,,80098
115,1529.036269,"Wilson City village, Missouri",29,,80260
1526,6179.712567,"Winchester city, Missouri",29,,80314
2785,1151.395361,"Windsor city, Missouri",29,,80350
334,372.4352035,"Windsor Place village, Missouri",29,,80380
1437,2243.042275,"Winfield city, Missouri",29,,80422
1296,340.3972687,"Winona city, Missouri",29,,80512
253,820.8063724,"Winston village, Missouri",29,,80548
697,305.6868789,"Wood Heights city, Missouri",29,,80767
4046,5272.488231,"Woodson Terrace city, Missouri",29,,80962
62,1019.039694,"Wooldridge village, Missouri",29,,81016
59,233.6776484,"Worth village, Missouri",29,,81070
79,730.1885416,"Worthington village, Missouri",29,,81106
3517,587.1391535,"Wright City city, Missouri",29,,81124
206,320.5022479,"Wyaconda city, Missouri",29,,81142
305,260.2775736,"Wyatt city, Missouri",29,,81178
89,502.3141118,"Zalma village, Missouri",29,,81430
417,761.9363713,"Alberton town, Montana",30,,700
9085,12.33232514,"Anaconda-Deer Lodge County, Montana",30,,1675
314,313.246029,"Bainville town, Montana",30,,3400
1990,1975.914487,"Baker city, Montana",30,,3475
84,734.2871145,"Bearcreek town, Montana",30,,4300
8254,2417.443074,"Belgrade city, Montana",30,,4975
588,1676.797699,"Belt town, Montana",30,,5275
590,1238.031941,"Big Sandy town, Montana",30,,6250
1645,1784.037805,"Big Timber city, Montana",30,,6475
110323,2524.541633,"Billings city, Montana",30,,6550
1230,1094.087135,"Boulder city, Montana",30,,8575
45250,2261.476917,"Bozeman city, Montana",30,,8950
732,920.0453532,"Bridger town, Montana",30,,9475
481,1366.676315,"Broadus town, Montana",30,,9700
193,736.8256578,"Broadview town, Montana",30,,9775
243,1458.627382,"Brockton town, Montana",30,,10000
1031,3730.834486,"Browning town, Montana",30,,10375
33853,47.29689041,"Butte-Silver Bow (balance), Montana",30,,11397
688,1420.058195,"Cascade town, Montana",30,,12775
884,1830.728543,"Chester town, Montana",30,,14200
1233,2359.717468,"Chinook city, Montana",30,,14575
1686,1158.621624,"Choteau city, Montana",30,,14650
619,790.0729367,"Circle town, Montana",30,,14950
309,850.6711267,"Clyde Park town, Montana",30,,15550
2311,571.2388941,"Colstrip city, Montana",30,,16525
5241,2384.406735,"Columbia Falls city, Montana",30,,16600
2028,1477.543061,"Columbus town, Montana",30,,16825
2550,2032.836846,"Conrad city, Montana",30,,17275
804,1555.368256,"Culbertson town, Montana",30,,18475
3012,2603.936176,"Cut Bank city, Montana",30,,18775
763,1255.408326,"Darby town, Montana",30,,19300
2994,2083.896871,"Deer Lodge city, Montana",30,,19825
247,346.2633265,"Denton town, Montana",30,,20425
4257,2399.724828,"Dillon city, Montana",30,,20800
124,746.4011751,"Dodson town, Montana",30,,21025
348,631.0931128,"Drummond town, Montana",30,,21850
308,973.865134,"Dutton town, Montana",30,,22600
2074,516.1946024,"East Helena city, Montana",30,,23125
353,342.8908941,"Ekalaka town, Montana",30,,23650
890,1205.371261,"Ennis town, Montana",30,,24475
1086,1051.129529,"Eureka town, Montana",30,,24850
726,2324.702896,"Fairfield town, Montana",30,,25225
922,1150.859462,"Fairview town, Montana",30,,25300
71,906.0944385,"Flaxville town, Montana",30,,26800
1869,1622.895254,"Forsyth city, Montana",30,,27700
1456,634.930949,"Fort Benton city, Montana",30,,28000
247,276.506832,"Fort Peck town, Montana",30,,28450
201,705.6671438,"Froid town, Montana",30,,29500
445,1003.208978,"Fromberg town, Montana",30,,29575
261,455.2121579,"Geraldine town, Montana",30,,30400
3364,2396.962676,"Glasgow city, Montana",30,,31075
5332,1534.954243,"Glendive city, Montana",30,,31450
108,772.2939877,"Grass Range town, Montana",30,,32575
59178,2582.217044,"Great Falls city, Montana",30,,32800
4674,1867.454796,"Hamilton city, Montana",30,,33775
3829,1291.285391,"Hardin city, Montana",30,,34225
823,1967.523735,"Harlem city, Montana",30,,34375
984,1572.505214,"Harlowton city, Montana",30,,34450
9846,2830.191837,"Havre city, Montana",30,,35050
31169,1889.251745,"Helena city, Montana",30,,35600
122,710.3275057,"Hingham town, Montana",30,,36400
218,1020.566851,"Hobson city, Montana",30,,36700
557,1451.968183,"Hot Springs town, Montana",30,,37825
301,1375.514129,"Hysham town, Montana",30,,38350
21,50.05240665,"Ismay town, Montana",30,,38950
640,2331.835583,"Joliet town, Montana",30,,39700
399,1143.364901,"Jordan town, Montana",30,,39925
123,370.0309481,"Judith Gap city, Montana",30,,40000
22761,1923.423452,"Kalispell city, Montana",30,,40075
138,381.800914,"Kevin town, Montana",30,,40525
6865,3189.690176,"Laurel city, Montana",30,,42700
173,171.0835907,"Lavina town, Montana",30,,42850
5870,1085.983676,"Lewistown city, Montana",30,,43375
2678,1430.055477,"Libby city, Montana",30,,43450
224,408.5157451,"Lima town, Montana",30,,43525
7401,1316.729827,"Livingston city, Montana",30,,43975
446,1728.340505,"Lodge Grass town, Montana",30,,44275
1950,1895.766908,"Malta city, Montana",30,,47425
1691,967.5701924,"Manhattan town, Montana",30,,47575
241,609.9139029,"Medicine Lake town, Montana",30,,48775
107,174.0330836,"Melstone town, Montana",30,,49000
8647,2571.883983,"Miles City city, Montana",30,,49525
72364,2478.740428,"Missoula city, Montana",30,,50200
198,676.9261954,"Moore town, Montana",30,,51550
290,411.21094,"Nashua town, Montana",30,,52900
50,25.15463862,"Neihart town, Montana",30,,53200
88,421.9658456,"Opheim town, Montana",30,,55525
52,41.66319967,"Outlook town, Montana",30,,56050
920,1081.77645,"Philipsburg town, Montana",30,,57175
967,746.8986253,"Pinesdale town, Montana",30,,57700
1071,1774.815663,"Plains town, Montana",30,,58150
1904,1403.207937,"Plentywood city, Montana",30,,58375
176,298.6073712,"Plevna town, Montana",30,,58450
4777,1142.750117,"Polson city, Montana",30,,58750
854,3115.176039,"Poplar city, Montana",30,,58975
2237,824.7534597,"Red Lodge city, Montana",30,,61525
151,1786.957639,"Rexford town, Montana",30,,62200
187,725.8401924,"Richey town, Montana",30,,62275
2016,1674.924331,"Ronan city, Montana",30,,64150
1840,1422.830699,"Roundup city, Montana",30,,64525
236,313.1074889,"Ryegate town, Montana",30,,64975
197,648.1113899,"Saco town, Montana",30,,65050
824,1545.947867,"St. Ignatius town, Montana",30,,65275
1032,1402.14535,"Scobey city, Montana",30,,66925
3216,556.2399251,"Shelby city, Montana",30,,67450
677,670.7842102,"Sheridan town, Montana",30,,67600
6566,2169.557717,"Sidney city, Montana",30,,67900
384,894.7568925,"Stanford town, Montana",30,,70675
1963,1947.860019,"Stevensville town, Montana",30,,71200
338,190.2615307,"Sunburst town, Montana",30,,72175
826,864.9832036,"Superior town, Montana",30,,72625
609,779.5443195,"Terry town, Montana",30,,73675
1356,857.2351249,"Thompson Falls city, Montana",30,,73825
1944,1355.767827,"Three Forks city, Montana",30,,73975
1978,1308.671871,"Townsend city, Montana",30,,74575
890,1268.886308,"Troy city, Montana",30,,75025
395,389.4231045,"Twin Bridges town, Montana",30,,75475
498,575.4085874,"Valier town, Montana",30,,76225
198,208.5235648,"Virginia City town, Montana",30,,77125
700,314.3913162,"Walkerville town, Montana",30,,77650
174,312.0311908,"Westby town, Montana",30,,78925
1353,1725.013975,"West Yellowstone town, Montana",30,,79525
7279,1105.829349,"Whitefish city, Montana",30,,79825
1114,1579.514291,"Whitehall town, Montana",30,,79900
908,912.9890323,"White Sulphur Springs city, Montana",30,,80050
649,604.8902199,"Wibaux town, Montana",30,,80350
206,393.3148753,"Winifred town, Montana",30,,81025
185,181.6666471,"Winnett town, Montana",30,,81100
2806,3274.185398,"Wolf Point city, Montana",30,,81475
66,618.9390581,"Abie village, Nebraska",31,,205
607,1020.83902,"Adams village, Nebraska",31,,240
1635,1632.817436,"Ainsworth city, Nebraska",31,,415
1599,1621.778898,"Albion city, Nebraska",31,,555
650,1698.572123,"Alda village, Nebraska",31,,625
172,425.2638685,"Alexandria village, Nebraska",31,,730
362,972.6594836,"Allen village, Nebraska",31,,870
8403,1675.850656,"Alliance city, Nebraska",31,,905
1153,1363.01781,"Alma city, Nebraska",31,,975
132,1319.499709,"Alvo village, Nebraska",31,,1150
253,1158.591592,"Amherst village, Nebraska",31,,1290
6,10.70900119,"Anoka village, Nebraska",31,,1465
143,538.1812797,"Anselmo village, Nebraska",31,,1500
424,714.8478019,"Ansley village, Nebraska",31,,1535
997,1009.926732,"Arapahoe city, Nebraska",31,,1780
305,534.0051484,"Arcadia village, Nebraska",31,,1850
1273,2127.498559,"Arlington village, Nebraska",31,,1990
578,863.0615553,"Arnold village, Nebraska",31,,2095
119,383.5663108,"Arthur village, Nebraska",31,,2200
2566,2331.686889,"Ashland city, Nebraska",31,,2305
189,319.2792244,"Ashton village, Nebraska",31,,2375
1249,766.6569053,"Atkinson city, Nebraska",31,,2550
131,566.5609562,"Atlanta village, Nebraska",31,,2620
3299,1512.65464,"Auburn city, Nebraska",31,,2655
4484,1525.451881,"Aurora city, Nebraska",31,,2690
244,1865.440289,"Avoca village, Nebraska",31,,2795
735,1658.476841,"Axtell village, Nebraska",31,,2830
94,537.3312351,"Ayr village, Nebraska",31,,2865
475,1297.241642,"Bancroft village, Nebraska",31,,3005
23,253.8349149,"Barada village, Nebraska",31,,3040
114,466.4890274,"Barneston village, Nebraska",31,,3075
113,795.3470987,"Bartlett village, Nebraska",31,,3145
273,291.2941443,"Bartley village, Nebraska",31,,3180
562,1266.457028,"Bassett city, Nebraska",31,,3215
1194,1692.294042,"Battle Creek city, Nebraska",31,,3250
1134,1631.052705,"Bayard city, Nebraska",31,,3285
28,57.32657406,"Bazile Mills village, Nebraska",31,,3355
12362,1311.967056,"Beatrice city, Nebraska",31,,3390
580,586.2676604,"Beaver City city, Nebraska",31,,3495
407,621.098776,"Beaver Crossing village, Nebraska",31,,3530
193,772.8593998,"Bee village, Nebraska",31,,3600
664,1659.321213,"Beemer village, Nebraska",31,,3635
113,759.3617357,"Belden village, Nebraska",31,,3775
117,625.4511823,"Belgrade village, Nebraska",31,,3810
53505,3232.380506,"Bellevue city, Nebraska",31,,3950
405,1701.686591,"Bellwood village, Nebraska",31,,4020
47,98.06095387,"Belvidere village, Nebraska",31,,4160
236,1228.464328,"Benedict village, Nebraska",31,,4195
857,1068.60447,"Benkelman city, Nebraska",31,,4230
854,1681.10224,"Bennet village, Nebraska",31,,4300
1510,1809.694481,"Bennington city, Nebraska",31,,4405
734,1324.091543,"Bertrand village, Nebraska",31,,4615
82,321.0479775,"Berwyn village, Nebraska",31,,4650
382,862.2669242,"Big Springs village, Nebraska",31,,4895
227,633.0743394,"Bladen village, Nebraska",31,,5140
8089,1468.26754,"Blair city, Nebraska",31,,5350
985,1206.865268,"Bloomfield city, Nebraska",31,,5455
97,121.8451386,"Bloomington village, Nebraska",31,,5490
894,1223.293149,"Blue Hill city, Nebraska",31,,5560
319,416.0340459,"Blue Springs city, Nebraska",31,,5630
619,470.7472049,"Boys Town village, Nebraska",31,,6015
270,811.5391114,"Bradshaw village, Nebraska",31,,6050
413,1258.69453,"Brady village, Nebraska",31,,6085
320,968.1971917,"Brainard village, Nebraska",31,,6120
17,192.0618544,"Brewster village, Nebraska",31,,6260
1497,1304.309751,"Bridgeport city, Nebraska",31,,6295
62,381.3898921,"Bristow village, Nebraska",31,,6400
123,773.1720271,"Broadwater village, Nebraska",31,,6470
107,341.7675556,"Brock village, Nebraska",31,,6505
3539,1812.211003,"Broken Bow city, Nebraska",31,,6610
127,194.0808838,"Brownville village, Nebraska",31,,6750
306,990.1765594,"Brule village, Nebraska",31,,6785
271,951.5057066,"Bruning village, Nebraska",31,,6820
95,347.0883658,"Bruno village, Nebraska",31,,6855
133,223.7730519,"Brunswick village, Nebraska",31,,6890
78,487.6036398,"Burchard village, Nebraska",31,,7065
58,677.1576736,"Burr village, Nebraska",31,,7205
10,94.79565768,"Burton village, Nebraska",31,,7310
1202,1160.055081,"Burwell city, Nebraska",31,,7345
121,529.8289878,"Bushnell village, Nebraska",31,,7415
308,738.0863109,"Butte village, Nebraska",31,,7485
81,528.3839321,"Byron village, Nebraska",31,,7555
804,1049.061496,"Cairo village, Nebraska",31,,7625
529,758.3144841,"Callaway village, Nebraska",31,,7660
1038,776.3607266,"Cambridge city, Nebraska",31,,7730
328,793.6057456,"Campbell village, Nebraska",31,,7870
88,96.34960629,"Carleton village, Nebraska",31,,7975
222,1456.221314,"Carroll village, Nebraska",31,,8010
589,1522.10863,"Cedar Bluffs village, Nebraska",31,,8150
400,699.0336961,"Cedar Creek village, Nebraska",31,,8185
369,1029.544504,"Cedar Rapids village, Nebraska",31,,8220
93,889.7080612,"Center village, Nebraska",31,,8360
2905,1251.147628,"Central City city, Nebraska",31,,8535
889,2102.792886,"Ceresco village, Nebraska",31,,8570
5725,1474.66822,"Chadron city, Nebraska",31,,8605
263,258.4559442,"Chambers village, Nebraska",31,,8675
286,640.615424,"Chapman village, Nebraska",31,,8780
898,1278.820762,"Chappell city, Nebraska",31,,8885
225,384.2304246,"Chester village, Nebraska",31,,9095
353,1124.874982,"Clarks village, Nebraska",31,,9165
623,787.2618907,"Clarkson city, Nebraska",31,,9200
226,815.7124215,"Clatonia village, Nebraska",31,,9270
717,980.6343559,"Clay Center city, Nebraska",31,,9375
406,1107.492283,"Clearwater village, Nebraska",31,,9445
40,426.6743545,"Clinton village, Nebraska",31,,9655
157,152.3768988,"Cody village, Nebraska",31,,9760
462,903.4821395,"Coleridge village, Nebraska",31,,9865
108,826.247645,"Colon village, Nebraska",31,,10005
22851,2245.297113,"Columbus city, Nebraska",31,,10110
92,263.6242596,"Comstock village, Nebraska",31,,10180
159,1202.657863,"Concord village, Nebraska",31,,10250
316,1828.107037,"Cook village, Nebraska",31,,10390
137,550.8097809,"Cordova village, Nebraska",31,,10495
36,389.312512,"Cornlea village, Nebraska",31,,10600
472,1795.274673,"Cortland village, Nebraska",31,,10635
45,85.89391997,"Cotesfield village, Nebraska",31,,10740
29,52.15469971,"Cowles village, Nebraska",31,,10985
3805,1452.812807,"Cozad city, Nebraska",31,,11020
37,233.0734709,"Crab Orchard village, Nebraska",31,,11055
190,667.3714989,"Craig village, Nebraska",31,,11090
961,818.1247485,"Crawford city, Nebraska",31,,11195
1117,923.1577225,"Creighton city, Nebraska",31,,11230
203,981.2208424,"Creston village, Nebraska",31,,11300
7059,2245.506223,"Crete city, Nebraska",31,,11370
